,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
110,0.705,0.363,6,-11.379,1,0.0328,0.509,0.172,0.111,0.416,116.023,audio_features,3mWdxSsbIK45Brors2XWR1,spotify:track:3mWdxSsbIK45Brors2XWR1,https://api.spotify.com/v1/tracks/3mWdxSsbIK45Brors2XWR1,https://api.spotify.com/v1/audio-analysis/3mWdxSsbIK45Brors2XWR1,184379,4,Calm After the Storm
111,0.425,0.503,2,-6.324,0,0.0256,0.142,0.0,0.105,0.23,81.653,audio_features,1ijX03QOR6a1wI322HifSV,spotify:track:1ijX03QOR6a1wI322HifSV,https://api.spotify.com/v1/tracks/1ijX03QOR6a1wI322HifSV,https://api.spotify.com/v1/audio-analysis/1ijX03QOR6a1wI322HifSV,183000,4,Rise Like a Phoenix
112,0.821,0.513,7,-5.388,1,0.0436,0.0802,0.0,0.067,0.308,90.008,audio_features,3O2MsMZHCgSbRGEca5ML1N,spotify:track:3O2MsMZHCgSbRGEca5ML1N,https://api.spotify.com/v1/tracks/3O2MsMZHCgSbRGEca5ML1N,https://api.spotify.com/v1/audio-analysis/3O2MsMZHCgSbRGEca5ML1N,172153,4,Rhythm Inside
113,0.43,0.664,7,-3.958,1,0.0293,0.18,0.0,0.169,0.324,76.101,audio_features,6VlxdfLIfqf7saVOuerWyR,spotify:track:6VlxdfLIfqf7saVOuerWyR,https://api.spotify.com/v1/tracks/6VlxdfLIfqf7saVOuerWyR,https://api.spotify.com/v1/audio-analysis/6VlxdfLIfqf7saVOuerWyR,180382,4,A Million Voices
114,0.484,0.791,7,-4.27,1,0.0437,0.0743,0.0,0.0491,0.369,124.008,audio_features,4vGU5umewkul13JzXUhS1h,spotify:track:4vGU5umewkul13JzXUhS1h,https://api.spotify.com/v1/tracks/4vGU5umewkul13JzXUhS1h,https://api.spotify.com/v1/audio-analysis/4vGU5umewkul13JzXUhS1h,190613,4,Heroes
115,0.456,0.604,1,-6.361,1,0.0294,0.0595,0.000128,0.153,0.154,142.241,audio_features,4IzDqftkFXUR8G2vaTd3Rb,spotify:track:4IzDqftkFXUR8G2vaTd3Rb,https://api.spotify.com/v1/tracks/4IzDqftkFXUR8G2vaTd3Rb,https://api.spotify.com/v1/audio-analysis/4IzDqftkFXUR8G2vaTd3Rb,224680,4,Grande amore
116,0.632,0.891,11,-5.376,0,0.0687,0.0382,0.0,0.106,0.269,127.983,audio_features,6IMHlXaG4aCFWupl9NCZO2,spotify:track:6IMHlXaG4aCFWupl9NCZO2,https://api.spotify.com/v1/tracks/6IMHlXaG4aCFWupl9NCZO2,https://api.spotify.com/v1/audio-analysis/6IMHlXaG4aCFWupl9NCZO2,186000,4,You Are the Only One
117,0.523,0.818,4,-4.062,0,0.071,0.344,0.0,0.098,0.32,135.56,audio_features,2b9czDPSLTI88694CIqCy3,spotify:track:2b9czDPSLTI88694CIqCy3,https://api.spotify.com/v1/tracks/2b9czDPSLTI88694CIqCy3,https://api.spotify.com/v1/audio-analysis/2b9czDPSLTI88694CIqCy3,195480,4,Sound of Silence
118,0.613,0.834,0,-5.164,1,0.0327,0.0211,0.0,0.225,0.524,110.069,audio_features,1G5qDCiqei7ozj5ku43TuR,spotify:track:1G5qDCiqei7ozj5ku43TuR,https://api.spotify.com/v1/tracks/1G5qDCiqei7ozj5ku43TuR,https://api.spotify.com/v1/audio-analysis/1G5qDCiqei7ozj5ku43TuR,179482,4,If Love Was a Crime
119,0.735,0.612,5,-6.774,1,0.0517,0.289,4.12e-05,0.103,0.395,105.056,audio_features,6oDkCmfVcSd9NXAKk1b4Ll,spotify:track:6oDkCmfVcSd9NXAKk1b4Ll,https://api.spotify.com/v1/tracks/6oDkCmfVcSd9NXAKk1b4Ll,https://api.spotify.com/v1/audio-analysis/6oDkCmfVcSd9NXAKk1b4Ll,184060,4,If I Were Sorry
